Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Canada,2024,August,Thursday,Afternoon,Rural,Street,Clear,305.239591279293,3,88,41-60,Female,0.0748017462547015,0,Poor,2,0,Minor,15,1,58.708097071738,5302.04966331805,Snow-covered,Mechanical Failure,5,19484.2940553384,54769.2928218361,North America,770.045681684481
Canada,2024,July,Thursday,Night,Rural,Main Road,Clear,299.135642229313,4,59,61+,Male,0.0598555699653933,1,Poor,1,1,Moderate,16,3,21.1449830662581,6759.00725093122,Dry,Distracted Driving,2,28043.9462246964,86282.7894569318,Asia,340.20990954204
Canada,2024,August,Sunday,Evening,Urban,Street,Windy,94.6365366825989,2,109,<18,Female,0.243904498755083,1,Poor,2,1,Moderate,11,2,15.7802228450683,7108.3804091075,Snow-covered,Distracted Driving,4,27213.9379129573,6637.59488054257,North America,2778.27191744976
Canada,2024,April,Sunday,Afternoon,Rural,Highway,Windy,315.01639961358,4,69,18-25,Male,0.157827554495488,1,Moderate,1,1,Moderate,1,4,41.7563547943652,8263.1640063427,Snow-covered,Drunk Driving,4,19447.6775259046,14261.5998957748,Australia,3599.99731249155
Canada,2024,February,Sunday,Evening,Urban,Main Road,Windy,266.191205708208,3,104,61+,Male,0.221925911503636,1,Poor,1,0,Minor,2,3,35.2230860912306,4986.18341952633,Snow-covered,Mechanical Failure,8,47589.2082244284,85612.4047234198,Europe,1742.02476887271
Canada,2024,February,Sunday,Afternoon,Rural,Street,Windy,470.225735601982,3,104,41-60,Female,0.225757376896674,0,Poor,1,2,Minor,13,3,15.2801100003346,1396.77245334915,Dry,Mechanical Failure,7,33624.579754759,24481.4997273437,Asia,1687.33085420881
Canada,2024,December,Sunday,Morning,Rural,Highway,Windy,252.522521853094,4,62,<18,Female,0.223256467082217,0,Poor,2,0,Moderate,15,1,25.6654973704137,3682.55431531176,Dry,Weather,3,17668.9632501147,93105.9184204215,Asia,3736.87265945535
Canada,2024,March,Sunday,Evening,Urban,Main Road,Windy,236.617595813591,3,83,26-40,Male,0.171907855733138,1,Moderate,2,1,Severe,11,1,15.2297216800449,9775.2589940194,Wet,Mechanical Failure,4,27657.5134545372,37098.5669266255,South America,2638.77218748077
Canada,2024,September,Sunday,Afternoon,Urban,Highway,Windy,53.3142143589166,1,111,<18,Male,0.113080326960415,0,Good,2,0,Severe,5,4,42.8245948341054,8691.88954275157,Wet,Speeding,4,29876.1603985458,47962.080517267,North America,4873.56134439228
Canada,2024,September,Sunday,Morning,Rural,Street,Windy,81.6830253795965,1,106,<18,Male,0.0301235422684946,0,Good,1,0,Severe,7,2,54.5001280107028,9068.01401478315,Wet,Mechanical Failure,7,33575.482977638,58163.8177746521,South America,2841.75529360113
Canada,2024,May,Sunday,Evening,Urban,Main Road,Windy,87.8079390154479,2,114,26-40,Female,0.144467441144742,1,Moderate,2,1,Minor,6,4,15.7620404068846,9879.92074170332,Dry,Speeding,8,7493.03508950915,68007.1128742589,South America,4225.03464649006
Canada,2024,February,Sunday,Night,Urban,Main Road,Windy,150.744356334972,4,46,41-60,Male,0.059762947966307,1,Poor,1,2,Moderate,12,0,56.2750402741317,9743.82598233309,Icy,Weather,2,4391.26072882771,10874.4857239801,Asia,17.2747280419787
Canada,2024,May,Sunday,Morning,Urban,Street,Windy,423.601750528389,3,95,<18,Male,0.14373137738499,1,Poor,1,1,Moderate,9,1,46.70550175357,9460.37855458637,Dry,Speeding,4,9117.2611839317,18566.9752396852,Australia,2493.09632932428
Canada,2024,January,Sunday,Evening,Urban,Highway,Windy,179.050087276181,2,31,<18,Female,0.0817411219276652,1,Good,0,2,Severe,2,1,47.1458994113112,5425.90300816527,Wet,Weather,5,42137.3777394713,17282.3154774632,Europe,1232.18861366998
Canada,2024,April,Sunday,Evening,Rural,Main Road,Windy,470.491325600016,1,97,<18,Male,0.194165588291857,0,Good,1,1,Moderate,2,3,30.178171848455,9378.35188277219,Wet,Weather,3,25187.6819560176,86447.5207405911,North America,841.437342732451
Canada,2024,February,Sunday,Evening,Rural,Street,Windy,379.121275639442,2,71,18-25,Male,0.191130300154747,0,Good,1,0,Severe,12,0,34.313423179634,5314.56210413656,Wet,Distracted Driving,2,48761.2137468366,59509.6571146048,Australia,2008.58200918561
Canada,2024,July,Sunday,Night,Urban,Highway,Windy,100.45909428763,3,41,61+,Male,0.231122926948462,0,Good,2,2,Severe,15,2,26.3497275820236,5002.63884858862,Dry,Weather,6,12036.766485239,30843.2775924054,North America,803.018715676156
Canada,2024,November,Sunday,Evening,Rural,Main Road,Windy,365.841804300296,2,108,26-40,Female,0.0275001487143853,0,Good,1,1,Severe,17,1,54.9161249692082,3753.97614859977,Snow-covered,Drunk Driving,7,43657.6307692191,29989.1611780835,North America,2711.66717572189
Canada,2024,December,Sunday,Night,Urban,Street,Windy,379.238262647637,2,117,41-60,Female,0.142913461410415,0,Good,2,0,Minor,18,2,27.9061520437353,9605.68965994863,Wet,Distracted Driving,8,8826.31710393433,78071.8122015845,Europe,67.9853994467872
Canada,2024,October,Sunday,Night,Urban,Main Road,Snowy,391.865418588781,4,73,41-60,Male,0.101381693437655,0,Good,2,0,Moderate,2,3,23.9010563152718,8993.45556643254,Icy,Distracted Driving,3,9058.00671417428,36516.7534870119,North America,1855.69677460322
Canada,2024,April,Sunday,Evening,Urban,Main Road,Snowy,179.856928091528,3,105,<18,Male,0.0239970284809649,1,Poor,1,0,Severe,1,0,34.312266667986,904.103225607291,Dry,Speeding,0,9941.86314030119,64409.6147843389,Asia,3331.90981826168
Canada,2024,January,Sunday,Afternoon,Urban,Main Road,Snowy,342.324527811789,3,74,<18,Female,0.0533286703577671,1,Good,1,0,Minor,2,3,40.1871640446438,5829.03018462986,Dry,Weather,9,34999.4246343005,5345.52835543529,Australia,313.653681651181
Canada,2024,December,Sunday,Night,Rural,Main Road,Snowy,420.710188659652,3,95,41-60,Male,0.0345456987019357,1,Moderate,2,0,Moderate,5,1,20.8448064495565,7826.84853262999,Icy,Speeding,0,39036.7231248946,8321.12606016393,South America,2272.37062445753
Canada,2024,March,Sunday,Evening,Rural,Street,Snowy,423.073111983808,4,83,61+,Male,0.138814082168981,0,Moderate,0,1,Severe,9,1,5.93327891456583,7850.36351359573,Wet,Speeding,4,37955.9915974631,64612.5512032674,Asia,148.917719678064
Canada,2024,September,Sunday,Morning,Urban,Street,Snowy,491.64797912214,4,84,26-40,Female,0.211927508926209,1,Moderate,0,0,Minor,4,3,42.091031035393,442.089106528844,Icy,Speeding,2,33844.8048658208,1588.95412280899,Europe,2311.28550888909
Canada,2024,December,Sunday,Night,Urban,Main Road,Snowy,326.524061900821,3,31,26-40,Male,0.22599300948117,0,Moderate,0,0,Severe,19,2,18.3653404143985,3358.8111861435,Dry,Mechanical Failure,7,33687.6036197686,30619.4343075915,Australia,689.580310786205
Canada,2024,January,Sunday,Evening,Urban,Highway,Snowy,458.047511743369,3,69,41-60,Female,0.232234585345251,1,Poor,1,0,Minor,15,4,30.5775541753315,3589.41065250399,Icy,Speeding,5,12136.9824523626,70827.5166612327,North America,4703.05573246965
Canada,2024,March,Sunday,Afternoon,Urban,Highway,Snowy,240.318543126405,2,39,41-60,Male,0.182199738839566,0,Good,0,0,Minor,17,1,29.7433490095986,5853.61210058204,Icy,Distracted Driving,2,27853.646660581,4992.96513987221,Europe,1615.12826524246
Canada,2024,October,Sunday,Morning,Rural,Highway,Snowy,176.238043971692,3,39,41-60,Male,0.146797908400589,0,Moderate,1,1,Severe,17,3,34.0598943715832,8937.24644718492,Snow-covered,Weather,5,49734.6555946144,90534.3321235714,South America,321.077620855219
Canada,2024,September,Sunday,Night,Rural,Street,Snowy,482.232671408362,2,33,18-25,Male,0.229997572909148,0,Moderate,1,0,Severe,0,1,41.4245489272943,6578.25662591037,Snow-covered,Distracted Driving,5,4438.20729841663,3549.14021307353,Asia,734.273034392407
Canada,2024,November,Sunday,Afternoon,Urban,Highway,Snowy,158.487113172045,4,99,61+,Male,0.131586923795072,0,Good,2,0,Severe,1,3,9.11240122673597,8870.83376791228,Snow-covered,Weather,7,32569.1531396561,34576.3920710747,Asia,2057.94677418073
Canada,2024,December,Sunday,Afternoon,Rural,Main Road,Rainy,164.016227429806,4,74,41-60,Male,0.029454833472247,0,Poor,2,1,Minor,5,4,9.72907288506312,5191.82578988013,Snow-covered,Drunk Driving,5,49938.4765540523,25158.8807131607,North America,3265.25963700276
Canada,2024,July,Sunday,Afternoon,Rural,Main Road,Rainy,467.912552556219,4,78,61+,Male,0.068921963443263,0,Poor,1,1,Moderate,2,0,13.4219388252183,7941.87401917093,Snow-covered,Speeding,8,14772.6060700503,98607.1184030946,North America,3409.41733165298
Canada,2024,May,Sunday,Evening,Rural,Highway,Rainy,207.284405776023,1,32,<18,Female,0.0831302464348705,1,Poor,1,0,Severe,8,3,14.2813416565423,6674.98278181233,Snow-covered,Distracted Driving,3,30203.5376771978,82740.3092431543,North America,3665.0531459883
Canada,2024,July,Sunday,Morning,Rural,Highway,Rainy,451.819231327798,3,109,26-40,Male,0.124157231180775,0,Poor,0,0,Severe,16,2,9.9541600073963,5844.26359254518,Dry,Drunk Driving,7,48658.4821865013,89749.2085271355,Europe,77.0964907151544
Canada,2024,September,Sunday,Night,Rural,Street,Rainy,251.356839301013,4,50,<18,Female,0.175856829198429,0,Moderate,2,1,Minor,10,2,20.7014828073705,9041.46690556256,Wet,Weather,0,41522.2199262105,47012.8943632957,Australia,4159.43008855949
Canada,2024,June,Sunday,Afternoon,Rural,Street,Rainy,456.865857569605,3,106,61+,Male,0.0422930570858868,1,Poor,2,2,Moderate,18,2,36.016238923961,8589.36017443419,Snow-covered,Speeding,8,38272.1339521938,25060.5976136043,Europe,3588.03780781301
Canada,2024,February,Sunday,Afternoon,Rural,Main Road,Rainy,211.125339817012,2,34,18-25,Female,0.165711494315988,0,Poor,0,0,Severe,6,0,24.7599782173593,2430.11606154639,Icy,Distracted Driving,8,37513.0234936208,6767.84929638758,North America,4634.60841839236
Canada,2024,September,Sunday,Morning,Rural,Street,Rainy,271.661372148404,2,59,<18,Female,0.0468007719088782,0,Poor,0,0,Moderate,2,0,39.2149205643371,2271.38469631251,Wet,Distracted Driving,3,26049.4789881095,48294.4264585303,Asia,2108.2362330906
Canada,2024,September,Sunday,Evening,Rural,Main Road,Rainy,468.526114057735,2,66,61+,Male,0.151362340163641,1,Poor,2,2,Moderate,5,2,28.4142343742044,8742.41890766395,Wet,Speeding,3,40398.7363365131,21661.3684795009,Asia,2904.05008657356
Canada,2024,June,Sunday,Afternoon,Rural,Highway,Rainy,313.31911030165,4,70,26-40,Male,0.108348574830021,1,Moderate,1,0,Minor,6,1,28.777412329243,3357.53524041948,Dry,Mechanical Failure,3,46513.3229505655,82594.0443017285,Australia,435.616849460861
Canada,2024,March,Sunday,Night,Rural,Main Road,Rainy,95.7863487116109,3,49,18-25,Male,0.185285484125558,1,Poor,2,0,Severe,4,4,38.9670747854785,7787.89008479563,Wet,Weather,9,7706.84238371245,31689.8017331521,North America,3971.85472359958
Canada,2024,September,Sunday,Night,Urban,Main Road,Rainy,87.0727663222948,2,116,61+,Male,0.174253864356766,0,Good,0,1,Minor,5,3,57.1996388960907,7316.66853516496,Wet,Drunk Driving,4,14202.1105415219,32434.573247887,Australia,3511.17128909645
Canada,2024,December,Sunday,Night,Rural,Highway,Rainy,472.989854987381,1,116,61+,Male,0.0634278421026352,1,Moderate,1,2,Moderate,5,0,46.7793854262846,6007.00900812898,Dry,Mechanical Failure,7,25469.4940239276,42815.4685747883,Europe,242.516485398841
Canada,2024,October,Sunday,Night,Rural,Street,Rainy,408.804314268427,4,115,<18,Male,0.16480765803394,1,Poor,1,2,Severe,17,0,16.4872064995551,4931.72858345813,Wet,Weather,4,45880.8939412207,76411.9832911327,South America,4454.13487819015
Canada,2024,November,Sunday,Afternoon,Urban,Highway,Foggy,82.2644439992762,3,107,18-25,Female,0.129621482933006,1,Poor,0,1,Moderate,4,4,8.97155897707052,3338.30540494586,Dry,Weather,2,45372.9828442305,47563.3050390589,Australia,1127.69771771128
Canada,2024,June,Sunday,Evening,Rural,Highway,Foggy,409.939334675934,4,90,41-60,Male,0.0074275537591364,0,Moderate,2,0,Moderate,2,2,53.1248813253509,2849.48831532928,Dry,Mechanical Failure,9,19770.4795175053,6387.7446955504,Europe,4657.21431561549
Canada,2024,August,Sunday,Morning,Rural,Street,Foggy,266.912897706277,4,42,<18,Male,0.0859489168208842,1,Moderate,1,1,Minor,14,2,13.5880844866425,451.033131312136,Icy,Weather,3,46778.4122209487,43411.0609100211,North America,3466.16978006882
Canada,2024,March,Sunday,Night,Urban,Main Road,Foggy,462.786467030701,2,105,61+,Female,0.115626576771181,0,Moderate,1,2,Moderate,17,2,13.3227113086778,6195.76512808967,Icy,Drunk Driving,0,9505.25847738539,43565.6683798811,Australia,597.263749851254
Canada,2024,May,Sunday,Morning,Urban,Main Road,Foggy,191.412566347534,3,75,61+,Female,0.118672596495994,1,Good,0,0,Minor,18,0,39.1597681048637,2263.09898429528,Icy,Distracted Driving,2,41515.178096046,66273.5498782522,South America,2642.32931558678
Canada,2024,July,Sunday,Night,Urban,Main Road,Foggy,54.2139348013973,4,100,<18,Male,0.230651195444753,1,Good,0,1,Minor,4,0,30.2880587257083,8180.17977872993,Wet,Drunk Driving,4,582.984239432838,10304.3124381969,Europe,4767.2737520528
Canada,2024,February,Sunday,Night,Urban,Main Road,Foggy,283.260573936044,1,66,<18,Male,0.114919013898566,1,Poor,0,2,Moderate,10,3,28.2595890802731,7442.9500024706,Snow-covered,Drunk Driving,1,37374.3996445348,44053.4921829535,North America,3234.13246159082
Canada,2024,June,Sunday,Afternoon,Urban,Street,Foggy,176.33077526761,1,97,41-60,Female,0.224174831868242,1,Poor,2,2,Minor,9,3,19.3932489791363,2717.98990547992,Dry,Mechanical Failure,5,18222.8835079161,8430.25466700741,Australia,4155.57506089815
Canada,2024,May,Sunday,Afternoon,Urban,Highway,Foggy,383.914173244444,1,42,41-60,Male,0.240139917823673,1,Poor,1,0,Moderate,13,0,52.6329205906388,9739.65989555892,Wet,Drunk Driving,2,27209.7375297834,33381.3994038432,Australia,2027.49929307492
Canada,2024,August,Sunday,Morning,Urban,Street,Foggy,352.00218024689,2,100,<18,Male,0.241083583965857,1,Poor,2,0,Severe,10,2,35.2693803793841,5827.52963343426,Icy,Distracted Driving,7,1998.86657892438,10119.9406154356,North America,235.93843341161
Canada,2024,July,Sunday,Evening,Urban,Highway,Foggy,427.622229840357,3,35,26-40,Female,0.0327446615144491,1,Moderate,0,2,Moderate,6,4,16.0904583731314,3196.44592245173,Snow-covered,Mechanical Failure,8,25852.9438090311,87798.3963842525,Asia,2499.01645293658
Canada,2024,June,Sunday,Afternoon,Rural,Street,Foggy,424.385848868523,3,98,26-40,Male,0.225528460031537,0,Good,2,2,Moderate,4,4,40.7691628937377,9887.35623083251,Snow-covered,Weather,1,46887.4948827568,2292.35476933766,Europe,648.782434188912
Canada,2024,May,Sunday,Evening,Rural,Street,Foggy,211.801092727118,2,54,26-40,Female,0.165900141003811,1,Good,0,0,Moderate,6,1,43.3277866934526,689.171617552534,Dry,Weather,1,2841.24772174484,61778.9343512141,Asia,1996.3004878687
Canada,2024,October,Sunday,Night,Rural,Main Road,Clear,161.00194071908,1,45,18-25,Male,0.193895777201397,1,Poor,0,0,Minor,2,2,23.8419927945934,6701.1290594968,Icy,Drunk Driving,2,24655.6967301726,47176.6791017303,North America,3709.25069823119
Canada,2024,November,Sunday,Afternoon,Urban,Street,Clear,425.438416487787,1,43,41-60,Male,0.247899794034894,1,Poor,0,1,Moderate,14,1,11.9298047475147,4760.35754598631,Snow-covered,Weather,5,19492.8780816605,84529.053101376,South America,4318.76174341205
Canada,2024,October,Sunday,Morning,Urban,Street,Clear,230.934572650489,3,104,26-40,Female,0.0195059031524419,1,Moderate,2,2,Moderate,13,4,30.4846658265018,3147.18675844842,Dry,Mechanical Failure,7,44440.6736572183,71601.7749010994,Europe,1230.49916153789
Canada,2024,April,Sunday,Morning,Urban,Highway,Clear,58.4955164854266,4,116,26-40,Female,0.0041367968352572,1,Moderate,2,1,Severe,12,2,45.223676710678,4255.86580642658,Dry,Weather,9,32571.6241690759,8284.9350627969,Asia,423.987232929021
Canada,2024,May,Sunday,Morning,Rural,Main Road,Clear,481.871336664634,4,102,<18,Female,0.0332961060412359,1,Moderate,0,0,Severe,7,2,7.56228748592377,4609.1196432148,Dry,Drunk Driving,8,42776.8942800109,84903.6084434017,South America,2820.00109868495
Canada,2024,February,Sunday,Morning,Rural,Main Road,Clear,419.527449823483,2,88,18-25,Male,0.0115146798904956,1,Moderate,2,0,Severe,11,1,23.8195712320698,5012.4515522111,Icy,Speeding,3,20291.4089663866,3546.44269886695,South America,4050.77503155968
Canada,2024,May,Sunday,Night,Rural,Highway,Clear,248.114439367625,3,59,<18,Female,0.0673925099818902,1,Moderate,1,1,Moderate,14,1,36.1626416323502,3658.63326554991,Icy,Mechanical Failure,7,5374.95219094218,42071.1409535931,North America,1144.95693744961
Canada,2024,October,Sunday,Night,Rural,Highway,Clear,152.005865757054,1,68,61+,Female,0.205431934836545,1,Poor,2,2,Minor,2,4,53.1213163379989,171.407000986953,Snow-covered,Weather,0,49033.9613383808,40697.3531282804,North America,3246.98290875419
Canada,2024,April,Sunday,Morning,Rural,Highway,Clear,294.789689742873,1,78,<18,Male,0.112602933488096,1,Good,1,1,Minor,17,0,21.1766154986128,6672.66437869894,Wet,Mechanical Failure,7,27390.8728888644,69727.5075643549,South America,2758.84511963813
Canada,2024,January,Sunday,Night,Urban,Street,Clear,196.330570160182,3,38,41-60,Female,0.0608301820524269,1,Poor,0,2,Severe,14,1,5.850152345156,2373.35136205889,Snow-covered,Drunk Driving,5,37832.7668027629,97783.4115872296,Asia,979.118684269538
Canada,2024,December,Sunday,Afternoon,Urban,Main Road,Clear,218.918778062822,3,48,26-40,Male,0.126021525936363,0,Moderate,2,2,Minor,11,2,42.5278749909437,8881.29470873403,Icy,Distracted Driving,1,1992.02294181075,28032.8051057123,North America,2672.59991314263
Canada,2024,February,Sunday,Night,Urban,Main Road,Clear,321.558521769038,3,104,26-40,Female,0.123084567613554,0,Poor,1,2,Moderate,5,0,48.3270216133264,8382.42934746455,Icy,Speeding,2,43064.7710657117,63126.2851721325,Asia,1626.68761137746
Canada,2024,December,Sunday,Night,Rural,Highway,Clear,180.031457609916,4,104,18-25,Female,0.0772038099067465,0,Poor,0,1,Severe,0,4,32.6649754714326,1937.56747059779,Icy,Distracted Driving,7,14561.8486336361,26042.7658107242,Asia,1050.40769813366
Canada,2024,September,Sunday,Morning,Urban,Street,Clear,384.20511233404,4,54,61+,Female,0.0636956527050459,0,Moderate,1,2,Minor,6,2,49.2726724612214,8249.28710086702,Dry,Distracted Driving,7,37649.8358696536,61438.6898177772,North America,419.540817837803
Canada,2024,October,Saturday,Night,Urban,Street,Windy,297.397380144684,2,75,<18,Female,0.033390191178416,0,Poor,0,1,Severe,8,0,10.8824998562745,9166.48828292055,Snow-covered,Drunk Driving,9,11627.182212905,59982.1878499373,North America,956.510162802243
Canada,2024,August,Saturday,Evening,Rural,Highway,Windy,298.816284455981,2,31,18-25,Female,0.149154832426581,1,Good,0,0,Severe,4,0,16.2641725060906,6082.89509769262,Icy,Weather,9,3103.38566101189,29837.9212877296,Asia,3095.07365649926
Canada,2024,May,Saturday,Evening,Urban,Main Road,Windy,263.371781600091,2,108,41-60,Male,0.135415436669125,0,Moderate,1,1,Minor,0,4,9.09151260297648,904.734336595774,Wet,Mechanical Failure,8,3312.01255799695,26141.2740232593,Europe,946.231287385783
Canada,2024,April,Saturday,Night,Rural,Street,Windy,139.525551950706,3,40,41-60,Female,0.0708856516773338,1,Moderate,0,0,Moderate,3,3,36.05658959398,3661.10223736451,Wet,Mechanical Failure,8,36489.9913585052,51187.8911223667,Asia,3096.94953104051
Canada,2024,November,Saturday,Afternoon,Urban,Main Road,Windy,347.225938001946,3,104,18-25,Female,0.111311507572757,1,Good,1,2,Moderate,18,2,42.4152424864492,4543.517048366,Dry,Mechanical Failure,2,48754.9032113766,38764.2488820143,Europe,3342.61906855957
Canada,2024,December,Saturday,Evening,Urban,Main Road,Windy,494.559786002318,1,101,26-40,Male,0.0569199177648269,1,Poor,1,1,Severe,6,3,33.6189454999972,4695.88960761121,Wet,Distracted Driving,3,38753.9642597508,78796.3781098457,Australia,162.067999278193
Canada,2024,September,Saturday,Night,Rural,Highway,Windy,255.707487286294,2,95,<18,Male,0.170982626630832,1,Good,2,2,Moderate,14,2,33.8562501392942,8819.48133533576,Icy,Speeding,2,15080.3592590686,93906.3127646046,North America,529.872427883147
Canada,2024,May,Saturday,Afternoon,Urban,Main Road,Windy,449.074790366652,1,119,<18,Male,0.0547037475435703,0,Moderate,1,1,Severe,5,1,57.827783068811,2310.47732499696,Dry,Drunk Driving,3,27461.4625011497,15108.3779173971,North America,3697.28273649267
Canada,2024,November,Saturday,Morning,Rural,Street,Windy,268.229750016109,4,83,<18,Male,0.0929566996566452,1,Poor,0,2,Minor,5,2,42.285837530514,8302.50080193943,Snow-covered,Distracted Driving,0,27784.0829223608,88445.7621452347,North America,4867.32314877733
Canada,2024,May,Saturday,Morning,Urban,Main Road,Windy,350.221873169517,4,115,18-25,Male,0.176381513317125,0,Moderate,2,0,Severe,8,1,18.4637213390547,9411.64766425212,Wet,Speeding,0,20380.6052388975,89138.9624104867,North America,3589.68598937811
Canada,2024,October,Saturday,Evening,Rural,Highway,Windy,431.858058953786,1,97,41-60,Female,0.234150014475329,1,Moderate,1,1,Moderate,3,3,45.9751850866483,2140.88625770442,Wet,Distracted Driving,8,31242.070110758,11933.1304524021,Australia,3561.02883811294
Canada,2024,February,Saturday,Night,Rural,Main Road,Windy,479.641781418212,2,32,61+,Male,0.17884559394127,0,Moderate,1,1,Moderate,6,2,38.8827615779928,3199.19715062077,Dry,Speeding,9,17203.629241533,21377.1255490878,Europe,605.379362256105
Canada,2024,April,Saturday,Morning,Rural,Highway,Windy,397.579180337969,3,115,41-60,Male,0.11389200253345,0,Moderate,1,2,Moderate,2,1,21.1954846331372,4312.09157993591,Icy,Mechanical Failure,0,33634.9891104601,99554.725472442,Asia,2442.35761049011
Canada,2024,February,Saturday,Afternoon,Rural,Street,Windy,223.145143811306,1,37,18-25,Male,0.184740497696537,0,Good,0,2,Severe,15,3,51.4744023397585,9959.1087002898,Icy,Mechanical Failure,5,49398.2665421637,49251.5896815718,Australia,3578.06316167531
Canada,2024,October,Saturday,Evening,Rural,Street,Windy,364.183634322195,2,44,18-25,Male,0.031357434050383,1,Moderate,1,1,Minor,7,3,40.4872431237332,1600.10224928067,Dry,Mechanical Failure,8,43006.8911485335,33648.1870971632,South America,4869.19613776019
Canada,2024,October,Saturday,Afternoon,Rural,Street,Windy,360.816359269965,3,44,26-40,Female,0.174127816006432,1,Good,2,2,Moderate,11,1,20.3038427715484,6184.31315646193,Snow-covered,Weather,4,27451.623969351,76183.7507185947,North America,1214.13674668641
Canada,2024,May,Saturday,Morning,Urban,Main Road,Windy,259.045414984435,2,61,41-60,Female,0.187229978151852,0,Moderate,2,1,Severe,6,2,14.5597280193827,2175.89472016875,Icy,Weather,3,37646.452919426,45265.5424849454,South America,271.080289926221
Canada,2024,October,Saturday,Evening,Rural,Main Road,Windy,61.9463624117436,2,62,41-60,Female,0.0480627796572319,0,Poor,0,1,Minor,10,3,59.394627718174,8930.10398791005,Wet,Distracted Driving,6,10481.5338861174,80103.7095639847,Australia,1878.19290993632
Canada,2024,April,Saturday,Morning,Urban,Highway,Windy,469.650191616736,3,77,<18,Female,0.142364143200426,1,Good,1,0,Minor,14,0,15.1423162804339,4253.60333594607,Icy,Drunk Driving,1,25375.9235973522,66138.7804793273,Asia,2193.58130944956
Canada,2024,April,Saturday,Morning,Urban,Street,Windy,432.068733194511,2,100,41-60,Male,0.0481694998038625,0,Poor,0,1,Moderate,0,0,27.7211845495169,4324.78546819518,Dry,Distracted Driving,7,24694.851916477,66513.419145109,Asia,4670.41813066256
Canada,2024,August,Saturday,Afternoon,Rural,Highway,Windy,114.340605853972,4,103,61+,Female,0.225944350483123,0,Moderate,1,2,Moderate,19,2,8.38832676180333,1297.36433816751,Dry,Mechanical Failure,6,41195.7140705169,60608.954858715,Australia,3626.14207245387
Canada,2024,August,Saturday,Evening,Urban,Street,Windy,111.772097344564,1,114,61+,Male,0.074998044641374,0,Moderate,2,0,Moderate,8,2,35.4280840598805,4246.85795815776,Dry,Drunk Driving,5,24880.3197212574,66455.4775626799,Asia,85.5180992546413
Canada,2024,April,Saturday,Afternoon,Rural,Main Road,Windy,420.417357524313,4,115,26-40,Female,0.152266669035361,1,Good,2,1,Severe,18,4,9.0773400527294,7390.34490346952,Icy,Mechanical Failure,6,46570.1252176906,76626.1322513068,Asia,4008.67833036941
Canada,2024,April,Saturday,Afternoon,Rural,Street,Windy,90.7772845528593,1,62,18-25,Male,0.233420173184513,0,Poor,1,0,Minor,16,3,26.9479174575119,2990.32076640251,Snow-covered,Weather,3,5271.800758352,48224.6414487026,Europe,248.413733912618
Canada,2024,August,Saturday,Evening,Urban,Street,Windy,212.493680112358,2,68,41-60,Male,0.0429236307536417,0,Good,0,2,Minor,14,4,48.8942501191341,4296.75905707742,Snow-covered,Distracted Driving,9,7197.96168648797,73852.5807387463,South America,4307.86807460909
Canada,2024,January,Saturday,Afternoon,Rural,Main Road,Windy,50.1295214408371,2,44,<18,Male,0.0053730488335874,0,Good,2,1,Severe,15,0,7.24476700853478,1622.32324888628,Wet,Distracted Driving,9,2351.46008425065,1421.3406861945,North America,4579.28585960492
Canada,2024,August,Saturday,Night,Urban,Main Road,Snowy,385.311013213299,3,91,26-40,Female,0.0197463083546703,0,Moderate,1,2,Severe,19,4,24.4589548359107,4718.02397281724,Icy,Speeding,9,28830.5951221422,29172.2737276666,North America,4412.50146015185
Canada,2024,September,Saturday,Evening,Rural,Highway,Snowy,321.843530720883,3,51,18-25,Male,0.136446423457969,0,Poor,0,1,Moderate,5,1,18.6096726809773,1430.91715201201,Wet,Drunk Driving,6,40116.87786177,87000.3398633593,South America,2841.04077138923
Canada,2024,October,Saturday,Afternoon,Urban,Highway,Snowy,269.266214725301,3,69,18-25,Female,0.0739244890274999,1,Poor,0,1,Moderate,12,0,18.4149053701988,3525.62852673276,Icy,Mechanical Failure,9,6489.20460031431,80600.1740285818,Asia,4883.08686974842
Canada,2024,May,Saturday,Night,Urban,Highway,Snowy,407.498005987941,3,62,26-40,Male,0.0905446423390071,1,Moderate,2,2,Severe,6,1,54.4434410049478,8394.92558822672,Dry,Speeding,7,23315.1938307865,87403.0273185319,Europe,3647.58398143849
Canada,2024,March,Saturday,Afternoon,Rural,Main Road,Snowy,366.20576931325,2,91,26-40,Male,0.074180376251491,1,Good,1,1,Moderate,3,2,45.1861052468013,2897.43129535958,Icy,Weather,4,35907.4557997597,29245.2072119206,South America,295.209960496728
Canada,2024,May,Saturday,Evening,Rural,Highway,Snowy,188.856702122872,4,52,18-25,Male,0.244249037626749,0,Poor,2,1,Minor,13,1,20.5342956565264,5129.36452790052,Dry,Drunk Driving,2,41714.0472100857,26064.3077392463,South America,2234.14734022143
